NCE,TIPPV,CODU,LOC,NUME,SEX,CODPP,VARSTA
1,1,2,1,PERES A. ALEXANDRU,1,29,52
1,1,2,2,BENDEA A. DUMITRU ADRIAN,1,29,44
1,1,2,3,DUMA V. IOAN,1,35,60
1,1,2,4,GROSU I. GLORIA-CARMEN,2,35,52
1,1,3,1,BOLOGA PETRU,1,3,38
1,1,3,2,VUSDEA CLAUDIA-RODICA,2,3,37
1,1,3,3,BAIES GHEORGHE,1,3,41
1,1,3,4,BRATIMA VIOREL,1,3,53
1,1,21,1,GAVRILA G. IOAN,1,21,81
1,1,21,2,POPA S. AUREL,1,21,86
1,1,21,3,BACIU N. IOANA-MARIA-SIMINA,2,21,67
1,1,21,4,MITROFAN T. TRAIAN,1,21,75
1,1,23,1,DUCULESCU A. CLAUDIU-MARIAN,1,23,43
1,1,23,2,STAN V. CARMEN,2,23,39
1,1,23,3,FORDA I. ONORIU POMPILIU,1,23,64
1,1,23,4,BREAZ S. VALERIA,2,23,67
1,1,24,1,ORIAN I. IULIU-MARIUS,1,24,35
1,1,24,2,MARGINEAN VIOREL,1,24,72
1,1,24,3,GROZA MARIA,2,24,63
1,1,24,4,MARGINEAN VERONICA,2,24,54
1,1,30,1,CAMPEAN A. VASILE,1,30,50
1,1,30,2,IENCIU I. IOAN,1,30,43
1,1,30,3,DAVID P. CARMEN DANA,2,30,36
1,1,30,4,MARZA S. RADU,1,30,49
1,1,31,1,MIRCEA M. RADU DAN,1,31,36
1,1,31,2,PREDESCU F. LUCIAN,1,31,55
1,1,31,3,PETRE D. ANASTASIA,2,31,53
1,1,31,4,ALEXE I. ANTIGONA,2,31,61
1,1,32,1,MITACU G. HORIA CRISTIAN,1,32,49
1,1,32,2,DUMITRU I. DANIELA,2,32,33
1,1,32,3,BURCICA I. PETRUTA,2,32,55
1,1,34,1,FURDUI C. ION,1,34,45
1,1,34,2,IANCU D. ADAM,1,34,42
1,1,34,3,PURCARIU I. ALEXANDRU,1,34,46
1,1,34,4,CIURBA I. DORINA-MARIA,2,34,33
1,1,36,1,ORASEL V. LUCIAN,1,36,59
1,1,36,2,POPA I. IOAN ALIN,1,36,47
1,1,36,3,PLATON TATIANA,2,36,49
1,1,36,4,MICLAUS V. DANIEL MARIUS,1,36,41
1,1,38,1,HRISTEA N. IERONIM,1,38,72
1,1,38,2,CIRA T. CONSTANTIN,1,38,48
1,1,38,3,COSTEA T. ARETA CLAUDIA,2,38,34
1,1,38,4,REPEDE I. IOAN,1,38,56
1,1,41,1,ENE P. CRISTIAN,1,41,36
1,1,41,2,SERB V. DANA MONICA,2,41,46
1,1,41,3,PONORAN V. DORIN,1,41,57
1,1,41,4,BODEA I. IOAN MIRCEA,1,41,42
1,1,43,1,CHITU C. ELENA,2,43,66
1,1,43,2,STOICESCU I. NICOLAE,1,43,42
1,1,44,1,DAN MIRCEA TITUS,1,44,49
1,1,44,2,POPA G. EUFIMIA,2,44,41
1,1,44,3,BESOIU SIMION,1,44,71
1,1,44,4,TOMOZEI CONSTANTIN,1,44,56
1,1,45,1,JECU I. CONSTANTIN,1,45,49
1,1,45,2,DRUMES C. IOSIF,1,45,55
1,1,45,3,ZBORA M. MARCEL,1,45,49
1,1,45,4,MOCIOIU A. ALEXANDRU,1,45,53
1,1,46,1,ISPAS G. GHEORGHE,1,46,46
1,1,49,1,BUNACI A. AVRAM,1,49,51
1,1,49,2,CRISAN V. MONICA-MARIA,2,49,45
1,1,49,3,DARAMUS S. NICOLAE-OCTAVIAN,1,49,52
1,1,49,4,GHITAN N. NICOLAE,1,49,51
1,1,57,1,TOTH I. CSABA-COLOMAN,1,57,52
1,1,57,2,SZÖCS B. ILDICO,2,57,36
1,1,57,3,PÁLOSY F. IANOS,1,57,47
1,1,57,4,CSÁVOSSY A. GHEORGHE-BELA-STEFAN,1,57,79
1,1,60,1,MAIOR L. GEORGE-CRISTIAN,1,42,37
1,1,60,2,GAVRILA N. NICOLAE,1,42,47
1,1,60,3,SUCIU C. CORNEL,1,42,38
1,1,60,4,TOMOIAGA AL. LILIANA-LUCIA,2,42,43
1,1,61,1,SZILAGY C. MIHAI,1,61,37
1,1,61,2,ORZA I. RADU IOSIF,1,61,70
1,1,61,3,ARION V. ANGELA,2,61,42
1,1,61,4,SOLOMONEAN G. TEOFIL,1,61,53
2,1,2,1,IOTCU I. PETRU NICOLAE,1,29,37
2,1,2,2,STRAGEA F. CRISTIAN DIMITRIE,1,35,36
2,1,2,3,NEAMT P. VALENTIN PAUL,1,35,49
2,1,2,4,PISTRU-POPA S. EUSEBIU MANEA,1,29,38
2,1,2,5,MICULIT E. DANA EUGENIA,2,29,35
2,1,21,1,TARAU D. IOAN,1,21,87
2,1,21,2,ORADAN P. GHEORGHE,1,21,77
2,1,23,1,FAUR I. CORNEL GHEORGHE,1,23,37
2,1,24,1,SOIMOSAN D. IOAN,1,24,56
2,1,24,2,LELIK M. MIHAI FRANCISC,1,24,42
2,1,24,3,RATIU P. FLOREA,1,24,64
2,1,24,4,PASCA I. DUMITRU,1,24,54
2,1,24,5,KIMAK I. LUDMILA MARIA,2,24,36
2,1,30,1,MARA M. TEODOR,1,30,51
2,1,30,2,BOIA V. IOAN VALERIU,1,30,50
2,1,30,3,MAIOR C. CORNELIU,1,30,52
2,1,30,4,LAZUREANU T. CAMELIA,2,30,41
2,1,30,5,STEFAN D. ELENA,2,30,49
2,1,31,1,BANICIU GH. SABIN,1,31,50
2,1,31,2,FAUR C. MARIANA HORTENZIA,2,31,45
2,1,31,3,CAPRAR P. DUTU,1,31,49
2,1,31,4,MICZIG ANDREI MIHAI,1,31,50
2,1,31,5,SUCIU T. MARIN,1,31,41
2,1,32,1,MORARU P. RODICA IOANA,2,32,38
2,1,32,2,COMLOSAN GH. CORNELIU,1,32,64
2,1,32,3,BACIU AL. GHEORGHITA,2,32,55
2,1,32,4,MOLDOVAN M. VALENTINA,2,32,40
2,1,32,5,VRANAU M. AUREL,1,32,52
2,1,34,1,OMOTA I. TATIANA,2,34,42
2,1,34,2,CONCA I. FRANCISC,1,34,54
2,1,34,3,DUMA A. DORICA,2,34,54
2,1,34,4,HONTAN I. ELENA,2,34,54
2,1,34,5,COTUNA I. EUGENIA,2,34,42
2,1,36,1,MLADIN E. NICOLAE MIRCEA SABIN,1,36,60
2,1,36,2,IOVITI P. DORIN EUGEN,1,36,42
2,1,36,3,VARGA P. NISTOR,1,36,37
2,1,36,4,CHIS P. PETRU,1,36,58
2,1,36,5,UDREA GH. TRAIAN,1,36,71
2,1,38,1,GIURESCU I. DUMITRU,1,38,49
2,1,38,2,BOAR G. CORNELIU,1,38,35
2,1,38,3,MUNTEANU T. ANGELICA,2,38,49
2,1,38,4,VARGA V. GABRIELA LUMINITA,2,38,35
2,1,38,5,DAN I. VIOREL,1,38,45
2,1,41,1,ARDELEAN M. AUREL,1,41,65
2,1,41,2,FEIES G. GHEORGHE PETRU,1,41,49
2,1,41,3,INCICAU I. SIMION,1,41,54
2,1,41,4,PETCU I. DOREL,1,41,47
2,1,41,5,SECHERES I. CARMEN EMILIA,2,41,33
2,1,43,1,HOINIC G. GHEORGHE,1,43,45
2,1,43,2,MAJIC GH. FELICIA,2,43,40
2,1,43,3,SIPOS I. IOAN,1,43,59
2,1,43,4,ANTONIE GH. CRISTIAN,1,43,36
2,1,43,5,CHIS I. CORNEL,1,43,49
2,1,45,1,BORZA A. MIRCEA,1,45,48
2,1,45,2,KELEMEN D. COLOMAN,1,45,46
2,1,45,3,SLAVIN I. IOAN,1,45,47
2,1,45,4,IVASCU N. MARIOARA,2,45,71
2,1,45,5,STRINU M. LENUTA,2,45,49
2,1,46,1,HORGEA C. MARIO CLAUDIU,1,46,34
2,1,57,1,CZISZTER C. KÁLMÁN-ANDRÁS,1,57,61
2,1,57,2,BOLONI A. GYORGY,1,57,46
2,1,57,3,ALMÁSI V. VICENTIU-PAVEL,1,57,55
2,1,57,4,SANDU I. PARASCHIVA,2,57,50
2,1,57,5,KISS ST. STEFAN,1,57,55
2,1,60,1,UNGUREANU V. VASILE IOAN DANUT,1,42,44
2,1,60,2,NICOLAESCU P. FLORIN SERGIU,1,42,74
2,1,60,3,HORHAT I. IOAN,1,42,55
2,1,60,4,SABAU I. GHEORGHE,1,42,56
2,1,60,5,JUCOTINSCHI GH. HORTENSIA STEFANIA,2,42,52
2,1,61,1,CRISTEA M. CLAUDIU CONSTANTIN,1,61,38
2,1,61,2,FLOREA I. VIRGIL,1,61,49
2,1,61,3,GIURA T. DUMITRU,1,61,56
2,1,61,4,CHISCAN M. MARCEL IOAN,1,61,36
2,1,61,5,OLARU N. ALEXANDRU,1,61,40
3,1,2,1,POPA P. DAN GABRIEL,1,29,43
3,1,2,2,BANZEA C. GHEORGHE,1,35,52
3,1,2,3,POSTELNICESCU I. MARIUS DOREL,1,35,43
3,1,2,4,STANCU R. LIVIU,1,35,37
3,1,2,5,COCIS I. NELA,2,29,44
3,1,2,6,GEORGESCU I. DORU,1,29,51
3,1,3,1,CAZACU S. PAUL,1,3,58
3,1,3,2,PAUN I. MARGARIT,1,3,44
3,1,3,3,EFTIMIE N. MIHAI,1,3,48
3,1,3,4,CONSTANTIN B. PAULIN,1,3,50
3,1,3,5,BUDAN I. SMARANDACHE,1,3,73
3,1,4,1,UNGUREANU C. RODICA,2,39,60
3,1,4,2,CHINGARU P. PETRE,1,22,54
3,1,4,3,TANASE N. ION,1,22,58
3,1,23,1,STANESCU C. TIBERIU,1,23,62
3,1,23,2,STEMATE I. PARASCHIV,1,23,63
3,1,23,3,MARINESCU G.NIDIA,2,23,55
3,1,23,4,ENE G. DORIN,1,23,37
3,1,23,5,STEFAN I. ION,1,23,48
3,1,23,6,CONSTANTINESCU G.RAMONA,2,23,52
3,1,24,1,BONDOC GH. NICOLAE,1,24,51
3,1,24,2,MANDE GH. GHEORGHE,1,24,54
3,1,24,3,MATEI I. FLOREA,1,24,47
3,1,24,4,PAVEL GH. VICTOR,1,24,45
3,1,24,5,STANESCU C. VICTOR,1,24,53
3,1,24,6,PAHONTU GH. CONSTANTIN,1,24,62
3,1,30,1,SAMUNGI I. VALENTIN,1,30,62
3,1,30,2,TICA I. GHEORGHE,1,30,54
3,1,30,3,ERCHID A. LUMINITA,2,30,43
3,1,30,4,BABA V. ION,1,30,45
3,1,30,5,BABA V ALEXANDRU,1,30,45
3,1,30,6,NICOLAE S. MARGARETA,2,30,35
3,1,31,1,ION I. ADRIAN,1,31,36
3,1,31,2,IATAN ST. OVIDIU,1,31,37
3,1,31,3,GHEORGHE GH. MARIAN,1,31,52
3,1,31,4,OANCEA GH. NICULAE,1,31,53
3,1,31,5,SANDU I. ISABELA-ROXANA,2,31,38
3,1,32,1,URSEANU C. ION,1,32,62
3,1,32,2,DOBRIN D. RAZVAN CATALIN,1,32,37
3,1,32,3,LASTUN T. ANISOARA,2,32,37
3,1,32,4,IGNATOV E. VASILE,1,32,45
3,1,32,5,MORUN I. COSTEL,1,32,55
3,1,32,6,STEFAN G. MARIA,2,32,59
3,1,33,1,BUTNARU E. VASILE,1,33,51
3,1,34,1,TOADER GH. FLORIAN,1,34,49
3,1,34,2,BADESCU I. ION LUCA,1,34,52
3,1,34,3,TOADER R. DANA ILEANA,2,34,49
3,1,34,4,PAUN GH. ION,1,34,54
3,1,34,5,MUSTATA R. ELENA,2,34,49
3,1,36,1,MATEESCU GH. DUMITRU,1,36,71
3,1,36,2,ARNAUTOIU A. LAURENTIA GEORGETA,2,36,52
3,1,36,3,HIRICA N. PETRE,1,36,60
3,1,36,4,MUSAT I. GHEORGHE,1,36,74
3,1,36,5,POPESCU GH. JUSTIN,1,36,37
3,1,36,6,COJOACA N. PREDESCU MIHAIL,1,36,58
3,1,37,1,POPESCU B. OCTAVIAN,1,37,45
3,1,37,2,FLORESCU I.H.C-TIN. CRISTIAN ALEXANDRU,1,37,40
3,1,37,3,CODITOIU GH. IONEL AUREL,1,37,45
3,1,37,4,ANA D. GHEORGHE,1,37,38
3,1,37,5,POPESCU I. CEZAR,1,37,51
3,1,38,1,DOBRE F. SEVASTIAN,1,38,46
3,1,38,2,PAVEL GH. ENY ELENA RODICA,2,38,47
3,1,38,3,POPESCU M. DANUT,1,38,40
3,1,38,4,BULF A. DANUT FLORIN,1,38,36
3,1,38,5,CARSTEA N. ION,1,38,56
3,1,38,6,IORDANESCU I. ION,1,38,62
3,1,41,1,UNGHEANU I. MIHAI,1,41,65
3,1,41,2,BUZATU G. STANA,2,41,70
3,1,41,3,FOLOGEA I. MARINICA,1,41,41
3,1,41,4,GEORGESCU G. MIHAI,1,41,45
3,1,41,5,FLOREA T. DANIEL,1,41,39
3,1,41,6,GHINEA N. CORNELIA,2,41,59
3,1,43,1,HOGEA S. GHEORGHE,1,43,56
3,1,44,1,MOSOIANU C. ION,1,44,62
3,1,44,2,NEAMTU I. RADU,1,44,43
3,1,44,3,RUSEN V. VALERIU-VIOREL,1,44,45
3,1,44,4,MOTATAIANU S. CRISTINEL-VALERIU,1,44,52
3,1,44,5,NASTASE C. ROMULUS,1,44,37
3,1,45,1,RADU D. FLOREA,1,45,52
3,1,45,2,COSTACHE C. DUMITRU,1,45,54
3,1,45,3,NEAGOE V. ANICA,2,45,46
3,1,45,4,EMUS I. ION,1,45,53
3,1,45,5,TELESPAN I. DUMITRU,1,45,48
3,1,45,6,STATIE V. VASILE,1,45,36
3,1,46,1,BUZATU M. CRISTIAN,1,46,37
3,1,49,1,BRATULESCU A. IOAN,1,49,46
3,1,49,2,NICOLAE I. MARCELA,2,49,46
3,1,49,3,SERBAN N. MARIA,2,49,57
3,1,49,4,FIR I. GHEORGHE,1,49,56
3,1,49,5,IONESCU N. BEBE,1,49,55
3,1,49,6,RADA GH. DANUT,1,49,35
3,1,57,1,SÓFALVI J. LÁSZLÓ,1,57,56
3,1,57,2,WALTER L. CLARA,2,57,48
3,1,60,1,VACAROIU GH. NICOLAE,1,42,60
3,1,60,2,COPOS I. GHEORGHE,1,48,51
3,1,60,3,CHELARU V. EUGEN,1,42,49
3,1,60,4,GHEORGHIU ST. LUMINITA,2,42,52
3,1,60,5,DEJANU D. IUSTIN,1,42,35
3,1,60,6,NASTASIA C. MILODITA,2,42,39
3,1,61,1,FLOAREA GH. LIVIU GHEORGHE,1,61,34
3,1,61,2,JINGA E. GHEORGHE,1,61,52
3,1,61,3,ARSENE I. MIHAIL,1,61,43
3,1,61,4,MIHAI F. MARIAN,1,61,46
3,1,61,5,MADULARESCU V. ADRIAN,1,61,36
3,1,61,6,COMANESCU N. FLORINEL,1,61,35
4,1,2,1,POPA A. ARON IOAN,1,35,45
4,1,2,2,CUCUIAN C. CRISTIAN,1,29,41
4,1,2,3,CHIRIAC GH. IOAN,1,35,47
4,1,2,4,MIRONESCU I. ADRIAN,1,35,45
4,1,2,5,STOICA V. ELENA,2,35,43
4,1,2,6,IVANOF GHE. FLOAREA,2,29,51
4,1,2,7,FRATILA T. TOADER,1,29,54
4,1,3,1,PANAITE SORIN,1,3,42
4,1,4,1,OPREA I. MARIUS-MIHAI,1,22,37
4,1,4,2,NEAGU I. ALEXANDRA,2,22,35
4,1,4,3,REPEDE C. RELU-NICULITA,1,22,44
4,1,21,1,BACIU C. PETRU,1,21,82
4,1,21,2,PADURARU I. NECULAI,1,21,80
4,1,21,3,ABULIGESEI GH. VASILE,1,21,75
4,1,21,4,MOISA M. MIOARA,2,21,41
4,1,21,5,GHIRVU GH. GHEORGHE,1,21,45
4,1,21,6,PADURARU D. MARIA,2,21,79
4,1,21,7,GABOR I. ELENA,2,21,43
4,1,23,1,PETRE E.G. ZOE,2,23,64
4,1,23,2,TEIRAU V. GHEORGHE,1,23,57
4,1,23,3,MACOVEI I. ELENA,2,23,52
4,1,23,4,SARIG MIHAI,1,23,48
4,1,23,5,COSMA E. GHEORGHE,1,23,50
4,1,23,6,BEZERAU I. DUMITRU,1,23,56
4,1,23,7,POPA I. CAMELIA,2,23,43
4,1,24,1,ALEXA I. CONSTANTIN,1,24,64
4,1,24,2,CRISTIA V. VASILE,1,24,57
4,1,24,3,URZICA A. VALERICA,2,24,52
4,1,24,4,SANDU N. GHEORGHE,1,24,66
4,1,24,5,PUSCASU A. MARTIN,1,24,58
4,1,24,6,ORITA I. IULIAN,1,24,48
4,1,24,7,DAJ GH. GHEORGHE,1,24,50
4,1,30,1,MOISA V. VICTOR-DAN,1,30,41
4,1,30,2,ZAHARIA I. CIPRIAN,1,30,49
4,1,30,3,MATEI D. ADRIAN,1,30,47
4,1,30,4,POPA C. MIRCEA,1,30,60
4,1,30,5,ARDELEANU I. IOAN,1,30,55
4,1,30,6,COJOC D. GHEORGHE,1,30,38
4,1,30,7,PANCESCU I. EUGEN,1,30,43
4,1,31,1,SIMION V. ADRIAN,1,31,51
4,1,31,2,PETRESCU T. MIRCEA,1,31,66
4,1,31,3,MUNTEANU C. CONSTANTIN,1,31,64
4,1,31,4,RATA GHE. GLORIA,2,31,54
4,1,31,5,DOBRESCU GHE. MIHAIL,1,31,63
4,1,31,6,RUSU GHE. COSTICA,1,31,54
4,1,31,7,STOICA C. ROMICA,1,31,37
4,1,32,1,URSACHI I. VIORICA,2,32,51
4,1,32,2,DURBACA M. ADRIAN,1,32,37
4,1,32,3,STREJEA P. VALENTIN DANIEL,1,32,35
4,1,32,4,CRUCIANU ST. MARIAN-ADRIAN,1,32,42
4,1,32,5,GRIGORAS GH. IOAN,1,32,51
4,1,32,6,DUMITRU M. TOMA,1,32,39
4,1,32,7,SAVU V. MARIANA,2,32,43
4,1,33,1,DOBRANIS GHE. GAVRILA,1,33,52
4,1,33,2,STAVARACHE M. SAVA,1,33,60
4,1,33,3,CIOBANU C. VASILE,1,33,59
4,1,33,4,POPESCU N. RODICA,2,33,37
4,1,33,5,CHITES GHE. GHEORGHE,1,33,66
4,1,34,1,LUCA F. IOAN OLIMPIU,1,34,76
4,1,36,1,COMORASU A. DAMIAN,1,36,35
4,1,36,2,ISTRATI I. LACRAMIOARA,2,36,36
4,1,36,3,CIMPU C. FLORIN,1,36,50
4,1,36,4,EPARU O. GHEORGHE,1,36,60
4,1,36,5,BOGHIU I. EUGEN,1,36,52
4,1,36,6,ENESCU R. N. DAN MIRCEA,1,36,42
4,1,36,7,PANAITESCU P. ALEXANDRU,1,36,79
4,1,38,1,SECHELARIU G. DUMITRU,1,38,46
4,1,38,2,CIULINA I. DORIN-LIVIU,1,38,36
4,1,38,3,IACOBESCU M. GABRIELA,2,38,56
4,1,38,4,SOVA-GATU N. ELENA,2,38,52
4,1,38,5,BURCA M. EUGEN,1,38,41
4,1,38,6,SAVIN C. VASILE,1,38,60
4,1,38,7,IFRIM I. IOAN-DANIEL,1,38,36
4,1,41,1,ILASCU ST. ILIE,1,41,52
4,1,41,2,CIUCEANU ST. RADU,1,41,76
4,1,41,3,TOMA GH. DUMITRU,1,41,53
4,1,41,4,STANCIU N. TEODOR,1,41,54
4,1,41,5,HANGANU I. NICU,1,41,54
4,1,41,6,PLATON E. VIOREL,1,41,49
4,1,41,7,ROSCA V. TEODOR,1,41,65
4,1,43,1,ASAFTEI I. LENUTA,2,43,47
4,1,43,2,NADOLU S. MARIAN CEZAR,1,43,50
4,1,44,1,DOMINTE C. EDUARD,1,44,33
4,1,44,2,MERISANU I. LIDIA,2,44,54
4,1,44,3,COCIORVA V. MARINA,2,44,43
4,1,44,4,GONCERENCO I. ADONIS,1,44,47
4,1,44,5,PINTILIE S. GEORGE,1,44,35
4,1,44,6,BERESCU I. IOAN,1,44,48
4,1,44,7,PAVEL G. NARCISA ELENA,2,44,38
4,1,45,1,FILIPOIU G. ELENA MADALINA,2,45,45
4,1,45,2,ALEXANDRU I. IORDAN,1,45,34
4,1,45,3,IORGULESCU V. VASILE,1,45,53
4,1,45,4,BARBU N. DANIELA,2,45,36
4,1,45,5,MATEI I. CONSTANTIN,1,45,36
4,1,45,6,MATEI I. LENUTA,2,45,40
4,1,45,7,RUSITORU C. MARIUS,1,45,35
4,1,49,1,FLOREA G. RODICA,2,49,47
4,1,49,2,RUSANOVSCHI N. CONSTANTIN,1,49,61
4,1,49,3,PLESCA E. VICTORIN,1,49,46
4,1,49,4,CIBOTARIU C. MIHAELA CORINA,2,49,38
4,1,49,5,RAFAILA GH. GRIGORE,1,49,58
4,1,49,6,PRAJISTEANU D. IOAN,1,49,53
4,1,49,7,PURCARU GH. GHEORGHE,1,49,54
4,1,57,1,ILLÉS K. KOLOMAN,1,57,45
4,1,57,2,ISTOC M. VALENTIN,1,57,41
4,1,57,3,SARCA M. PETRE,1,57,37
4,1,57,4,ISTOC M. MARTIN,1,57,61
4,1,57,5,BENCHEA I. PAULINA,2,57,36
4,1,57,6,LASLAU A. STEFAN,1,57,56
4,1,57,7,HODOROG F. ANDREI,1,57,62
4,1,60,1,MARDARE C. RADU CATALIN,1,42,44
4,1,60,2,MORARU I. ION,1,42,54
4,1,60,3,VOINEA M. MELU,1,42,44
4,1,60,4,BRANEANU I. DUMITRU,1,42,51
4,1,60,5,LUPU I. NECULAI,1,42,51
4,1,60,6,SELARU C. RODICA,2,42,54
4,1,60,7,CAUTIS C. VASILE,1,42,56
4,1,61,1,TELEMAN T. CIPRIAN-SERGIU,1,61,35
4,1,61,2,DRAGOI N. PETRE,1,61,57
4,1,61,3,NICOLAESCU D. VICTOR-DUMITRU,1,61,65
4,1,61,4,CIOBANU P. ADRIAN RADU,1,61,48
4,1,61,5,RUSU C. LIVIU,1,61,36
4,1,61,6,ISARII N. IOAN,1,61,55
5,1,2,1,TIRLE V. RADU,1,29,37
5,1,2,2,MATEI N. MIRCEA-LEONTIN,1,29,38
5,1,2,3,BOLOJAN I. ILIE GAVRIL,1,35,35
5,1,2,4,BRADU I. MIRCEA,1,29,67
5,1,2,5,LAPADATU S. NICUSOR,1,29,52
5,1,2,6,BOTIS G. FLOARE,2,35,53
5,1,3,1,VARGA A. CAROL,1,3,42
5,1,3,2,POTYOK C. KÁLMÁN,1,3,45
5,1,3,3,VARGA F. FLORIAN,1,3,48
5,1,3,4,ÖTVÖS M. IULIANA,2,3,38
5,1,3,5,MAKAI J. RUDOLF,1,3,48
5,1,24,1,MORAR P. PETRU,1,24,52
5,1,24,2,BOGDAN L. VIOREL TRAIAN,1,24,59
5,1,24,3,MAGHEAR G. ELEONORA,2,24,54
5,1,24,4,DUMITRESCU V. LIVIU,1,24,61
5,1,24,5,DRAGOMIR E. ROXANA,2,24,37
5,1,30,1,TOGOR V. MIHAI,1,30,36
5,1,30,2,LUCACIU F. IOAN,1,30,52
5,1,30,3,GIRBA V. FLORIAN,1,30,51
5,1,30,4,GHERLEA F. IOAN,1,30,42
5,1,30,5,NEGRAU G. IOAN,1,30,53
5,1,30,6,SALA V. MARCU,1,30,53
5,1,31,1,BUNEA C. NICOLAE,1,31,55
5,1,31,2,PASTRAMA I. DORU ANDRIES,1,31,35
5,1,31,3,COROIU V. MARCEL PETRU,1,31,52
5,1,31,4,BODOR D. DELIA MIHAELA,2,31,34
5,1,31,5,SASCA G. OLIMPIA,2,31,47
5,1,31,6,PUIA I. SILVIA,2,31,63
5,1,32,1,NECULA C. LENUTA,2,32,46
5,1,32,2,ONIGA G. CRISTIAN,1,32,43
5,1,32,3,RADU I. GHEORGHE,1,32,60
5,1,32,4,DRAGOMIR P. MIRELA,2,32,35
5,1,32,5,SPRINCEANA I. FLORIN,1,32,50
5,1,36,1,DURGHEU V. CORNEL TEODOR,1,36,58
5,1,36,2,CHIRILA C. AUGUSTIN,1,36,59
5,1,36,3,DUCA A. NELU AUREL,1,36,47
5,1,36,4,ZURBAU I. DAN MARIUS,1,36,37
5,1,36,5,COROIU C. MIRCEA,1,36,56
5,1,36,6,PANTEA I. DOINA DORINA,2,36,54
5,1,37,1,VALEANU V. VASILE DORU,1,37,53
5,1,37,2,DZITAC T. IOAN,1,37,51
5,1,38,1,CHERESCU D. PAVEL,1,38,49
5,1,38,2,NICA J. ONISOR,1,38,50
5,1,38,3,BUT P. ANDREI,1,38,73
5,1,38,4,COSMA G. MIHAI,1,38,40
5,1,38,5,STURZ I. VIOREL IOAN,1,38,50
5,1,38,6,AVRAM S. MARIANA,2,38,41
5,1,41,1,VEDINAS I. VERGINIA,2,41,44
5,1,41,2,TIRLA A. PETRE,1,41,45
5,1,41,3,DRECIN D. MIHAI DORIN,1,41,59
5,1,41,4,HUSASAN I. IOAN SORIN,1,41,36
5,1,41,5,PANTEA T. FLORIAN,1,41,52
5,1,41,6,PAT C. MARIA,2,41,48
5,1,43,1,SARBU N. OPREA,1,43,52
5,1,43,2,AVRAM A. GHEORGHE,1,43,45
5,1,43,3,AVRAM E. MARIA,2,43,55
5,1,43,4,STEFANESCU I. BOGDAN,1,43,37
5,1,43,5,CORMOS S. ADRIANA,2,43,52
5,1,45,1,MOS V. SIMION,1,45,61
5,1,45,2,MURARIU C. VASILE,1,45,55
5,1,45,3,CUDALBU I. GABRIEL,1,45,34
5,1,45,4,CHIRIAC C. PETRE,1,45,50
5,1,45,5,MANEA I. ALEXANDRU,1,45,45
5,1,45,6,GROSU V. VASILE,1,45,63
5,1,49,1,POP A. AUGUSTIN,1,49,62
5,1,49,2,SFARLEA A. DOINA,2,49,58
5,1,49,3,ROMOCEA I. IOAN,1,49,66
5,1,49,4,DRIHA P. TEODOR,1,49,64
5,1,57,1,PETE D. STEFAN,1,57,51
5,1,57,2,SZENTMIKLÓSI E.Z. ZOLTÁN-LAJOS,1,57,46
5,1,57,3,PETO M. CSILLA-MÁRIA,2,57,47
5,1,57,4,KISS A. ALEXANDRU-IOSIF-FRANCISC,1,57,52
5,1,57,5,TÓTH F. MÁRTA,2,57,45
5,1,57,6,TÖRÖK L. LÁSZLÓ,1,57,37
5,1,60,1,ATHANASIU A. ALEXANDRU,1,42,49
5,1,60,2,DUDAS I. AUGUSTIN,1,42,62
5,1,60,3,MAGHIAR T. TEODOR,1,42,68
5,1,60,4,BUNEA V. DOINA,2,42,63
5,1,60,5,MINTAS I. IOAN,1,42,48
5,1,60,6,MALINAS D. CONSTANTIN,1,42,61
5,1,61,1,POPA G. DANIEL,1,61,33
5,1,61,2,GOGA V. VIORICA EMILIA,2,61,43
5,1,61,3,MICLE V. VIRGIL DAN,1,61,39
5,1,61,4,COZMA  I. IOAN,1,61,51
5,1,61,5,LINCAR I. IOAN,1,61,37
5,1,61,6,BILUTA V. VIOREL MARCEL,1,61,44
6,1,2,1,MEREUTA MIRCEA GHE.,1,35,51
6,1,2,2,RUSU LIVIU MIHAI I.,1,29,51
6,1,2,3,SOCOLEAN MARIA GICUTA P.,2,35,50
6,1,2,4,ANDREICA IOAN V.,1,29,50
6,1,3,1,LACATUS M. MATEI,1,3,48
6,1,3,2,GRANCI VICTOR,1,3,47
6,1,3,3,MOLDOVAN I. IOAN MIRCEA,1,3,37
6,1,23,1,CHINTAUAN OANCEA A. IOAN,1,23,63
6,1,23,2,TURCU D.N. ELVIRA LILIANA,2,23,35
6,1,23,3,GUBESCH I.P. MATILDA MARIANA,2,23,51
6,1,23,4,BOZBICIU N. NICOLAE,1,23,37
6,1,24,1,POP PETRU P. MATEI,1,24,53
6,1,24,2,CIMPAN C. GHEORGHE,1,24,62
6,1,24,3,MAGDEA P. FLORICA,2,24,54
6,1,24,4,FLOAREA N. VINTILA,1,24,68
6,1,30,1,POP O. RADU IOAN,1,30,43
6,1,30,2,MORARIU T. GRATIAN ALEXANDRU,1,30,41
6,1,30,3,STEFANUT G. IOAN,1,30,54
6,1,30,4,PALAGE GH. GHEORGHE,1,30,53
6,1,31,1,VOINEA NICOLAE OVIDIU A.,1,31,35
6,1,31,2,BERCARU DOINA RODICA GHE.,2,31,51
6,1,32,1,IORDANESCU G. LUCIAN,1,32,64
