NCE,TIPPV,CODU,LOC,NUME,SEX,CODPP,VARSTA
30,1,38,5,LAZAR A. PAULA,2,38,45
30,1,41,1,CROITORU C. NICOLAE,1,41,58
30,1,41,2,VITAN A. NICOLAE,1,41,48
30,1,41,3,MIULESCU A. MARIA,2,41,36
30,1,41,4,BONCICA C. DUMITRU,1,41,50
30,1,41,5,COPILAU D. JENEL,1,41,50
30,1,43,1,BUZATU I. NICOLAE,1,43,58
30,1,45,1,STOICULEASA GH. CONSTANTIN,1,45,50
30,1,45,2,CISMARU C. GHEORGHE,1,45,51
30,1,45,3,TOADER I. DUMITRU,1,45,40
30,1,45,4,PAUN I. ELENA,2,45,47
30,1,46,1,ILEA E. EUGEN SORIN,1,46,42
30,1,49,1,ZORLESCU F. DANIEL,1,49,38
30,1,49,2,CAMPEANU M. FLOREA,1,49,52
30,1,49,3,MOGA C. DUMITRICA,2,49,41
30,1,49,4,VODITA F. GHEORGHE,1,49,56
30,1,49,5,RAICOVICI D. ELENA,2,49,44
30,1,57,1,BURJAN G. ANTON,1,57,52
30,1,57,2,NAGY L. ILDIKO,2,57,38
30,1,60,1,STANOIU C. MIHAELA RODICA,2,42,65
30,1,60,2,STERIU I. VALERIU-ANDREI,1,42,39
30,1,60,3,TOMA I. ION,1,42,53
30,1,60,4,DUMITRESCU M. GHEORGHE,1,42,44
30,1,60,5,NICA C. DUMITRU,1,42,63
30,1,61,1,BURTEA A. OCTAVIAN SERGIU,1,61,43
31,1,2,1,MELESCANU  TEODOR VIOREL T.,1,35,63
31,1,2,2,IVANESCU PAULA MARIA T.,2,29,58
31,1,2,3,SEVERIN GEORGICA G.,1,35,44
31,1,2,4,PINTOIU TOMA V.,1,35,47
31,1,2,5,SANDU GHEORGHE A.,1,29,49
31,1,2,6,DOSARU ELENA - IULIANA A.,2,35,38
31,1,2,7,PALAS - ALEXANDRU PAUL D.,1,29,35
31,1,3,1,MANASI V. VIOLETA,2,3,37
31,1,3,2,ALECU V. MARIA,2,3,39
31,1,3,3,LANGU V. VASILE,1,3,47
31,1,3,4,STOICA I. LILI,2,3,41
31,1,3,5,RADULESCU O. RADA,2,3,58
31,1,3,6,CIMPOAE  M. TUDORITA,2,3,38
31,1,3,7,NEACSU I. ANTON,1,3,46
31,1,4,1,ILIE GHEORGHE VASILE CORNEL,1,39,53
31,1,4,2,BRAND BRIGITTE,2,22,47
31,1,4,3,DUMITRESCU VASILE,1,22,54
31,1,4,4,MUNTEANU CONSTANTA,2,22,58
31,1,4,5,DUMITRESCU FLORINA,2,22,50
31,1,21,1,MAZARE D. NICOLAE,1,21,82
31,1,21,2,FINICHIU P. TATIANA,2,21,82
31,1,23,1,RACEALA F. DORINEL,1,23,38
31,1,23,2,ENE A. SILVIU CRISTIAN,1,23,52
31,1,23,3,POENARU C. IOAN VIOREL,1,23,48
31,1,23,4,FRECAUTEANU I. ANA,2,23,55
31,1,23,5,TOMA I. STELA,2,23,54
31,1,23,6,DRAGAN I. ION.,1,23,54
31,1,23,7,CRISTACHE GHE. ALMA,2,23,48
31,1,24,1,CONSTANTINOAIA C. ION,1,24,66
31,1,24,2,GRIGORESCU GH. ANA,2,24,60
31,1,24,3,IAMANDEI V. CARMEN DOINA,2,24,45
31,1,24,4,CARCIUMARU A. ANISOARA,2,24,48
31,1,24,5,GHITA I. VIORICA,2,24,44
31,1,24,6,IORDAN GH. VASILE,1,24,36
31,1,24,7,IONESCU A.OCTAVIAN,1,24,78
31,1,30,1,MATEESCU M. MARIUS-NICOLAE,1,30,49
31,1,30,2,CATALIN GH. MARINEL,1,30,52
31,1,30,3,DUTU V. NEAGU,1,30,63
31,1,30,4,STANCIU V. GHEORGHE,1,30,54
31,1,30,5,CALIN A.VIORICA,2,30,54
31,1,30,6,ANISIE C. AURELIAN,1,30,50
31,1,30,7,FOCSANEANU V. MIHAIL,1,30,61
31,1,31,1,DERCACI NICULAE S.,1,31,53
31,1,31,2,PANAIT GHEORGHE D.,1,31,65
31,1,31,3,MEREZEANU PETRE A.,1,31,59
31,1,31,4,MARIN RAMONA ELENA I.,2,31,35
31,1,31,5,DUMITRACHESCU VASILE N.,1,31,47
31,1,31,6,BACANU GABRIEL I.,1,31,46
31,1,31,7,ANDREI PETRE ST.,1,31,65
31,1,32,1,VASILE T. SOFICA,2,32,45
31,1,32,2,STAN T. NICOLETA DESPINA,2,32,37
31,1,32,3,DRAGAN P. VIORICA,2,32,48
31,1,32,4,THAL V. MEDENA MARIA,2,32,37
31,1,32,5,SERETEAN C. OANA,2,32,41
31,1,32,6,NICOLAS M. CONSTANTIN,1,32,42
31,1,32,7,IONESCU I. MARCEL,1,32,88
31,1,33,1,TILINCA I. GHEORGHE,1,33,53
31,1,33,2,MARIN N. MARIN,1,33,63
31,1,33,3,ANGHEL ST. ANGHEL,1,33,41
31,1,33,4,NICOLAE G. CONSTANTIN,1,33,48
31,1,33,5,TILINCA V. IOANA,2,33,49
31,1,34,1,NITA M. OPREA,1,34,77
31,1,34,2,IONESCU D. VICTOR,1,34,44
31,1,34,3,VASILE N. GHEORGHE,1,34,34
31,1,34,4,GRIGORE A. PETRE,1,34,36
31,1,36,1,LEON N. DUMITRU,1,36,57
31,1,36,2,STOICESCU D. COSMIN,1,36,36
31,1,36,3,ZGAIA A. IOAN-RADU,1,36,61
31,1,36,4,CIOBANU GH. ION,1,36,55
31,1,36,5,ANTONESCU ST.GHEORGHE,1,36,64
31,1,36,6,MIU F. STELIANA,2,36,66
31,1,36,7,CALUGAREANU M.C. MIHAIL,1,36,48
31,1,37,1,IOANICESCU F. GHEORGHE,1,37,63
31,1,37,2,RISTULESCU I. GHEORGHE,1,37,51
31,1,37,3,CHIFU V. DOINA,2,37,46
31,1,37,4,COJOCARU N.CONSTANTIN,1,37,35
31,1,37,5,COSTACHE T. AURELIAN ADRIAN,1,37,34
31,1,38,1,SALMAN GHE. GABRIEL,1,38,44
31,1,38,2,BADESCU M.E.I. EMIL,1,38,43
31,1,38,3,STOICESCU C. VIOREL,1,38,49
31,1,38,4,STAN C. VASILE,1,38,48
31,1,38,5,DANILA A. EMANOIL,1,38,40
31,1,38,6,BORCEA I. DANIELA,2,38,38
31,1,38,7,SERBAN I. CONSTANTIN,1,38,38
31,1,41,1,GAUCAN I. CONSTANTIN,1,41,64
31,1,41,2,MARACINEANU M. ADRIAN,1,41,51
31,1,41,3,PIOARA GH. VASILE VIOREL,1,41,48
31,1,41,4,POPA D. NECULAI,1,41,72
31,1,41,5,MORARU I. GHEORGHE,1,41,57
31,1,41,6,BONDOC N. VIOREL GHEORGHE,1,41,50
31,1,41,7,PARVULESCU I. STELIAN,1,41,67
31,1,43,1,ENACHE V. ADRIAN,1,43,38
31,1,43,2,BOEROIU C. TIBERIU,1,43,53
31,1,43,3,IACOBOVSCHI ST.CARMEN,2,43,38
31,1,43,4,APOSTOLESCU N. GHEORGHE,1,43,44
31,1,43,5,MIRSOVINA T. RADU,1,43,50
31,1,43,6,MUSAT I. MARIA,2,43,43
31,1,44,1,ALIONTE P. MARIAN,1,44,43
31,1,44,2,CRACIUN P. IPACHE,1,44,53
31,1,44,3,BALDOVIN C. DANIEL,1,44,48
31,1,44,4,IONITA S. MARIN,1,44,49
31,1,45,1,STANCIU ST. ADRIAN STEFAN,1,45,58
31,1,45,2,POPOVICI G. MARIA,2,45,54
31,1,45,3,TUDORACHE N. ALEXANDRU,1,45,40
31,1,45,4,OLTEANU I. IOAN,1,45,43
31,1,45,5,GEORGESCU C. ION,1,45,61
31,1,45,6,RADULESCU GH. ION,1,45,69
31,1,45,7,TANASE I. BADEA DOINA,2,45,49
31,1,49,1,BUCUR CRISTIAN I.,1,49,54
31,1,49,2,DUDAU VERONICA V.,2,49,75
31,1,49,3,CADAR ANTON X.,1,49,83
31,1,49,4,LICA ILIE- CONSTANTIN I.,1,49,63
31,1,49,5,SCARLAT MIRCEA I.,1,49,63
31,1,49,6,ALEXANDRU DANIELA G.,2,49,42
31,1,49,7,STOICA ANGELESCU A.,1,49,45
31,1,57,1,BARTUNEK  ISTVÁN  I.-I.,1,57,62
31,1,57,2,POP  PIROSKA  K.A.,2,57,40
31,1,60,1,POPESCU ST. DAN MIRCEA,1,42,54
31,1,60,2,IORGOVAN GH. ANTONIE,1,42,56
31,1,60,3,SAVU S. DANIEL,1,42,43
31,1,60,4,DRAGAN V. GABRIELA,2,42,41
31,1,60,5,HOGEA C. MARIANA ANCA,2,42,34
31,1,60,6,MANEA I. HORIA SANDU,1,42,33
31,1,60,7,DANCIU I. GHEORGHE,1,42,46
31,1,61,1,NISULESCU GRUIA CORNELIU C.,1,61,33
31,1,61,2,MARSAN RODICA LUCIA N.,2,61,51
32,1,2,1,BUD RADU,1,35,43
32,1,2,2,MATES GHEORGHE CALIN,1,29,33
32,1,2,3,ENATESCU VIRGIL,1,35,64
32,1,2,4,KOSTIN MIHAELA,2,29,37
32,1,21,1,AFILIE VASILE,1,21,74
32,1,23,1,CETERAS MARIUS DANIEL,1,23,39
32,1,23,2,MANTA ZITA MIHAELA,2,23,35
32,1,23,3,MAIER RADU IOAN,1,23,39
32,1,23,4,SABO ALEXANDRU,1,23,39
32,1,24,1,BRANARU GHEORGHE,1,24,55
32,1,24,2,TURMACU ION,1,24,57
32,1,24,3,POPESCU LUCIAN,1,24,59
32,1,24,4,BOSTINESCU BARASCU MINODOR,1,24,46
32,1,30,1,BUZILA IOAN MARCEL,1,30,36
32,1,30,2,BURULEA DAN NICOLAE,1,30,41
32,1,30,3,HORDAU CORNEL,1,30,45
32,1,30,4,TATAR DUMITRU,1,30,70
32,1,31,1,GIURCA RADU OCTAVIAN,1,31,54
32,1,31,2,LIBOTEAN IOAN,1,31,52
32,1,32,1,CIOBANU GEORGE DIMITRIE VAL,1,32,49
32,1,32,2,HARGHITA MARIANA,2,32,46
32,1,32,3,PARASCHIV DAN,1,32,44
32,1,32,4,POTOROC IONUT,1,32,49
32,1,36,1,CENUSA CONSTANTIN,1,36,53
32,1,36,2,NAGHI EMIL,1,36,42
32,1,36,3,TEODORU CARMENICA LILIANA,2,36,45
32,1,36,4,TINEGHE ADRIAN,1,36,49
32,1,37,1,RACOLTA VASILE,1,37,47
32,1,37,2,FÜLEP VASILE,1,37,41
32,1,37,3,IOSIF IOAN,1,37,48
32,1,37,4,PONOREAN VIRGIL DANIEL,1,37,39
32,1,38,1,RAD IOAN,1,38,35
32,1,38,2,TRIPON MARIA,2,38,42
32,1,38,3,BARSEUAN OVIDIU TEOFIL,1,38,49
32,1,38,4,MIHOC PETRICA VIOREL,1,38,39
32,1,41,1,SUIAN PAVEL GAVRIL,1,41,64
32,1,41,2,ZURBAU GAVRIL,1,41,52
32,1,41,3,ANTOHI JULIEN,1,41,48
32,1,41,4,ROMAN MARIANA,2,41,56
32,1,44,1,CURTA OVIDIU MATEI,1,44,59
32,1,44,2,FECHETE GHEORGHE ILIE,1,44,49
32,1,44,3,MOCA LUCIA FLOARE,2,44,37
32,1,44,4,NASTASESCU ONITA,2,44,57
32,1,45,1,BARAT VARZARU STEFAN,1,45,49
32,1,45,2,OBEDEANU CONSTANTIN,1,45,34
32,1,45,3,NASTASE NICOLAE,1,45,55
32,1,45,4,TOMESCU FELICIA RODICA,2,45,49
32,1,49,1,DUMITRASCU IULIU MIRCEA,1,49,70
32,1,49,2,SARMAGHITAN ILEANA,2,49,52
32,1,49,3,TATARU MARCEL,1,49,47
32,1,57,1,SZABÓ KÁROLY FERENC,1,57,61
32,1,57,2,KERESKÉNYI ALEXANDRU,1,57,53
32,1,57,3,GÜNTHNER TIBERIU,1,57,49
32,1,57,4,TARCZY ÁGNES,2,57,46
32,1,60,1,STER GH. SEVER,1,42,53
32,1,60,2,COICA C. DOREL COSTEL,1,42,48
32,1,60,3,MAXI V. RODICA,2,42,42
32,1,60,4,PETRIC A. OCTAVIAN,1,42,43
32,1,61,1,PINTEA ELENA FELICIA,2,61,53
33,1,2,1,STANCA NICOLAE-VIOREL N.,1,29,50
33,1,2,2,IONESCU CRISTIAN I.,1,35,44
33,1,2,3,STANCIU GHEORGHE E.,1,29,45
33,1,2,4,MANAILA LIANA-CARMEN T.,2,35,46
33,1,3,1,MITREA  E. EMERIC,1,3,42
33,1,3,2,VARGA T. ATILA,1,3,44
33,1,3,3,KIS I. ZOLTAN,1,3,40
33,1,23,1,SÁNDOR J. JÓZSEF,1,23,61
33,1,23,2,CHIS PETRULE T. SORINA LILIANA,2,23,37
33,1,23,3,NAGY F. FRANCISC,1,23,48
33,1,23,4,VIDA J. ZOLTAN CSABA,1,23,57
33,1,24,1,TRIPON M. GHEORGHE,1,24,56
33,1,24,2,PALADE D. VASILE,1,24,67
33,1,24,3,IACOB D. DUMITRU,1,24,66
33,1,24,4,RUSU A. IULIAN ADRIAN,1,24,36
33,1,30,1,BANUT A. IOAN,1,30,53
33,1,30,2,MURESAN I. ONORICA,2,30,54
33,1,30,3,MNERE I. MARIA,2,30,37
33,1,30,4,GOG G.CORNELIU,1,30,44
33,1,31,1,BARDASU MIRCEA SILVIU Z.,1,31,62
33,1,31,2,GORGAN DUMITRU D.,1,31,44
33,1,31,3,MOIGRADEAN IOAN  A.,1,31,48
33,1,31,4,NEAG RODICA PAULINA N.,2,31,57
33,1,33,1,MARIAN AMBROZIE V.,1,33,72
33,1,33,2,SABAU IOAN MIRCEA D.,1,33,39
33,1,33,3,LUCACIU GHEORGHE N.,1,33,57
33,1,33,4,MODI IOSIF,1,33,78
33,1,36,1,SUIAN I. IOAN,1,36,59
33,1,36,2,ALMAS A. IOAN,1,36,45
33,1,36,3,OLAHUT P. LUCIA MARIANA,2,36,35
33,1,36,4,POP A. NICOLAE,1,36,43
33,1,38,1,ALEXA I. AVRAM,1,38,53
33,1,38,2,PRIAN I. VASILE,1,38,51
33,1,38,3,OROS T. ELEONORA,2,38,40
33,1,38,4,NAGY V. MARIA,2,38,35
33,1,41,1,STAN V. PETRU,1,41,61
33,1,41,2,GHIRAN I. IOAN,1,41,55
33,1,41,3,RACOLTA A. MARIA,2,41,56
33,1,41,4,GORON P. EUGENIA,2,41,54
33,1,43,1,CIZER G. EUGENIA,2,43,50
33,1,43,2,ILIE N. VICTOR CERNEA,1,43,73
33,1,43,3,GHIORGHI M. RADU,1,43,71
33,1,43,4,MOROSANU I. ADRIANA,2,43,52
33,1,45,1,IELCIU S. VASILE,1,45,59
33,1,45,2,SINIDIE GHE. ELENA,2,45,55
33,1,45,3,TRUSCA ST. CONSTANTIN,1,45,42
33,1,45,4,IOVA I. MIRCEA,1,45,45
33,1,57,1,FEKETE SZABÓ ANDRAS LEVENTE A.,1,57,51
33,1,57,2,SERESS CLARA-CATALINA F.,2,57,46
33,1,57,3,VERES ERNESTIN E.,1,57,41
33,1,57,4,BIRO-PACSA ILDICO P.,2,57,52
33,1,60,1,POP T. GHEORGHE,1,42,45
33,1,60,2,SERBAN I. ALEXANDRU,1,42,55
33,1,60,3,SALCUDEAN C. VALERIA,2,42,61
33,1,60,4,LAPOS V. GRIGORE,1,42,49
33,1,61,1,POP TUDOR LUCIAN F.R.,1,61,33
33,1,61,2,GAVRILIU ALIN MIHAI M.,1,61,44
33,1,61,3,MARCU NICOLAE I.,1,61,60
33,1,61,4,PINTEA GHEORGHE L.,1,61,55
34,1,2,1,NEAGU N. NICOLAE,1,29,44
34,1,2,2,CAZAN V. MIRCEA VASILE,1,35,42
34,1,2,3,NICOLAESCU I. GHEORGHE,1,35,62
34,1,2,4,RAULEA C. MARCELA MARIA,2,29,48
34,1,2,5,BUZA D. TIBERIU - SIMION,1,35,57
34,1,3,1,RADULESCU T. IULIAN,1,3,66
34,1,3,2,PRODAN T. IOAN,1,3,44
34,1,3,3,LUP N. NICOLAE - LIVIUS,1,3,34
34,1,21,1,IORGULESCU G. CONSTANTIN,1,21,75
34,1,21,2,COTORA G. GHEORGHE,1,21,52
34,1,21,3,MOLDOVAN G. GHEORGHE,1,21,47
34,1,23,1,CURCEAN I. MARIUS - RADU,1,23,36
34,1,23,2,BUNDACHE D. MARIAN,1,23,44
34,1,23,3,BENTA - VELICEA Z.  NICOLAE,1,23,66
34,1,23,4,ARMENCIU N. NICOLAE,1,23,44
34,1,23,5,CRISAN A. ACHIM,1,23,42
34,1,24,1,ROTARU I. ELENA,2,24,45
34,1,24,2,PAVEN FL. OLGA,2,24,36
34,1,24,3,BARLADEANU M. STEFAN MIRCEA,1,24,55
34,1,24,4,POPA I. LAZAR,1,24,58
34,1,24,5,BADITA GH. VICTOR,1,24,68
34,1,30,1,FLEACA P. NICOLAE,1,30,44
34,1,30,2,LUPEA R. TRAIAN,1,30,52
34,1,30,3,POPA P. CONSTANTIN,1,30,58
34,1,30,4,HANEA N. NICOLAE,1,30,41
34,1,30,5,FLOREA S. MARGARETA,2,30,57
34,1,31,1,MORAR N. VASILE,1,31,58
34,1,31,2,MUNTEAN A. ACHIM,1,31,53
34,1,31,3,TEUSAN I. VIOREL,1,31,48
34,1,31,4,VARVOREA D. DUMITRU,1,31,48
34,1,31,5,IHORA I. IOAN - GHEORGHE,1,31,48
34,1,32,1,GHITA I. IOAN DRAGOS,1,32,37
34,1,32,2,ANDRAS S. STEFAN,1,32,36
34,1,32,3,FLOREA D. DUMITRU MIRCEA,1,32,50
34,1,32,4,PARAU P. ADRIAN CRISTIAN,1,32,45
34,1,32,5,BAILA D. DORINA,2,32,36
34,1,36,1,ISPAS P. IOAN VIRGIL,1,36,57
34,1,36,2,BOILA I. DORIN IOSIF,1,36,50
34,1,36,3,CARAGEA R. MIRELA,2,36,42
34,1,36,4,CIORTEA G. VALENTIN GEORGE,1,36,40
34,1,36,5,DRAGOI A. DOINA,2,36,48
34,1,38,1,BUZIC T. IOAN,1,38,53
34,1,38,2,ISARIE M. ILIE VIOREL,1,38,72
34,1,38,3,BASARABA N. NICOLAE PETRU,1,38,39
34,1,38,4,TOMITA D. ELENA,2,38,49
34,1,38,5,RINJEU E. NICOLAE,1,38,36
34,1,41,1,RAICA V. IOAN,1,41,65
34,1,41,2,LUCA I. VALENTINA,2,41,41
34,1,41,3,BOTAN E. EUGEN,1,41,44
34,1,41,4,POPESCU P. DORIN PETRE,1,41,50
34,1,41,5,ANGHEL I. DOMNICA,2,41,48
34,1,43,1,POPA E. CRISTIAN,1,43,48
34,1,43,2,RABAN GH. VIORICA,2,43,60
34,1,43,3,BUTA V. VALERIAN,1,43,54
34,1,43,4,TUDORA I. ION,1,43,56
34,1,43,5,GRIGORESCU I. CORNEL,1,43,36
34,1,44,1,ORLEANU V. VASILE,1,44,59
34,1,44,2,GLIGOR I. ILIE,1,44,74
34,1,44,3,SLAVE N. MARIA,2,44,48
34,1,44,4,RADA D. ION,1,44,54
34,1,45,1,SINDIE I. ILARIAN,1,45,55
34,1,45,2,CIRPATOREA I. GABRIELA,2,45,37
34,1,45,3,KRAFEIC A. EMIL,1,45,66
34,1,45,4,BABACIUC M. DANA,2,45,43
34,1,45,5,CRISTESCU I. VIRGIL,1,45,78
34,1,46,1,POPESCU I. CONSTANTIN,1,46,36
34,1,49,1,LOTREAN C. CONSTANTIN,1,49,62
34,1,49,2,SEUSAN G. MIHAELA  - CARMEN,2,49,42
34,1,49,3,GRUICI M. LAZAR,1,49,52
34,1,49,4,ORLANDEA Z. ZAHARIE - SORIN,1,49,49
34,1,49,5,RAU G. DAN,1,49,35
34,1,57,1,BENEDEK  I. ZACHARIE,1,57,37
34,1,57,2,BALÁZS M. BELA - ATILA,1,57,41
34,1,57,3,FAZAKAS M. MIHAIL,1,57,57
34,1,57,4,KIS M. TIBOR,1,57,36
34,1,57,5,BORDI A. MAGDALENA,2,57,34
34,1,60,1,STOICA I. ILIE,1,48,44
34,1,60,2,ARCAS I. VIOREL,1,42,46
34,1,60,3,PIRNOIU N. DAN,1,42,58
34,1,60,4,ALEXANDRU O. CORNELIA,2,42,58
34,1,60,5,MARCU GH. STELIANA,2,42,39
34,1,61,1,MUNTEAN I. IOAN,1,61,35
34,1,61,2,IVAN I. IOAN,1,61,41
34,1,61,3,ENE T. MARIA,2,61,44
34,1,61,4,CALFA G. NELA,2,61,49
34,1,61,5,STROE P. VALENTIN,1,61,35
34,1,1,1,WITTSTOCK E. EBERHARD - WOLFGANG,1,1,56
35,1,2,1,FLUTUR N. GHEORGHE,1,35,44
35,1,2,2,NICHITEAN M. VASILE BRINDUSEL,1,29,46
35,1,2,3,PRODAN M. TIBERIU-AURELIAN,1,35,49
35,1,2,4,MIHETIU GHE. IOAN GHEORGHE,1,29,58
35,1,2,5,GOREA  I. VALICA,1,35,58
35,1,2,6,TIMOFEIOV T. MARFA,2,29,55
35,1,21,1,CARDEI I. VASILE,1,21,83
35,1,21,2,ONIGA L. DUMITRU,1,21,79
35,1,21,3,CORICIUC M. TRAIAN,1,21,79
35,1,21,4,DUGAN -MIRCEA- ADRIAN MARCEL,1,21,37
35,1,21,5,SEMENIUC V. MIRCEA,1,21,43
35,1,23,1,ROTARU I. STEFAN,1,23,53
35,1,23,2,VARTOLOMEI P. MILADI ADELA,2,23,39
35,1,23,3,STIRBU G. LEONTE,1,23,40
35,1,23,4,CROITORU D. ERICA-DOINA,2,23,42
35,1,23,5,ILIUT G. ASPAZIA,2,23,33
35,1,23,6,URSACHI L. PETRU,1,23,42
35,1,24,1,AMIHAIESEI  V. MIRCEA,1,24,61
35,1,24,2,PALAGHIOI  G. MARIA,2,24,57
35,1,24,3,TARCATU  T. NICOLAE,1,24,54
35,1,24,4,GABOR E. TAMARA,2,24,49
35,1,24,5,TANASESCU E. LEOCADEA,2,24,47
35,1,24,6,TOMA I. ANETA,2,24,42
35,1,30,1,ACHIRICESEI  A. ION,1,30,46
35,1,30,2,ROMAN  A. ZANFIRA,2,30,50
35,1,30,3,DUTU  V. IOAN,1,30,39
35,1,30,4,MOLOCE  GH. STEFAN,1,30,47
35,1,30,5,CIOCIRLAN  V. GHEORGHE,1,30,56
35,1,30,6,BODNARIUC I DUMITRU,1,30,56
35,1,31,1,BURCIU D. AUREL,1,31,44
35,1,31,2,CARP C. FELICIA LIDIA,2,31,46
35,1,31,3,CIOBOTARIU S. DUMITRU,1,31,44
35,1,31,4,STOLERU V. COSTICA,1,31,54
35,1,31,5,BACIU S. SIMION,1,31,58
35,1,32,1,IVAN I. MIRELA,2,32,35
35,1,32,2,GAVRILESCU T. MARIA,2,32,49
35,1,32,3,NEAGU C. IOAN,1,32,60
35,1,34,1,MANOLE GH. DOINA-ANGELA,2,34,48
35,1,34,2,TANASA N. VASILE,1,34,66
35,1,34,3,CHIRIAC N. NECULAI,1,34,68
35,1,34,4,SOLOVAN P. NICOLAE,1,34,56
35,1,34,5,BUDEANU I. ALEXANDRU,1,34,65
35,1,36,1,STEFANESCU A. ALEX,1,36,57
35,1,36,2,VISINAR C. VIOLETA  VALENTA,2,36,52
35,1,36,3,BICSI  M.  MIHAI BOGDAN,1,36,38
35,1,36,4,LUNGU  D. DUMITRU,1,36,54
35,1,36,5,URECHE  A.  PETRU,1,36,49
35,1,36,6,SIDORIUC V. LEON,1,36,53
35,1,37,1,MARUSEAC D. MIHAI,1,37,41
35,1,37,2,SIMIONESCU  I. STELIAN,1,37,42
35,1,37,3,MARUSEAC  M. DIMITRIE,1,37,66
35,1,37,4,COSTIUG  V. STELA,2,37,55
35,1,37,5,CRASMARIU I. RADU-PAVEL,1,37,45
35,1,37,6,ISOPENCU D. GHEORGHE,1,37,73
35,1,38,1,TODERASCU  ALEX.  FLORIN,1,38,55
35,1,38,2,RAZLOG  GH.  VASILE,1,38,52
35,1,38,3,HORECICA  A.  MARLENA,2,38,42
35,1,38,4,CUCU  I.  VIOREL,1,38,41
35,1,38,5,MIHAI  I.  NECULAI DINU,1,38,47
35,1,38,6,IRICIUC  L.  MIRCEA,1,38,55
35,1,41,1,PRUTEANU P. GEORGE MIHAI,1,41,56
35,1,41,2,IOJA I. CEZAR,1,41,36
35,1,41,3,CHIVU V. VALERIA,2,41,51
35,1,41,4,POSTELNICU N. TINEL PETRICA,1,41,41
35,1,41,5,MATEI V. LUCIA RODICA,2,41,41
35,1,41,6,ZBRANCA I. EUGEN,1,41,40
35,1,43,1,TAVSANCE G. PAUL VALERIU,1,43,58
35,1,43,2,CONSTANTINESCU A. OTILIA,2,43,82
35,1,44,1,CERGUTA  C. RODICA,2,44,45
35,1,44,2,VASCAN  GH. LIVIU,1,44,35
35,1,45,1,TANASA GH. ELENA,2,45,54
35,1,45,2,CIMPOI I. MIHAITA,1,45,35
35,1,45,3,SOARE M. MARIOARA,2,45,46
35,1,45,4,CUCU I. SORIN,1,45,42
35,1,45,5,JUMUGA I. AMALIA,2,45,41
35,1,45,6,DINCA  I. RELU,1,45,45
35,1,46,1,OLTEANU I. IOAN-MIHAI,1,46,36
35,1,49,1,REY M. RADU,1,49,64
35,1,49,2,LUTA  I. MARIA,2,49,48
35,1,49,3,GHERMAN  G. VASILE,1,49,43
35,1,49,4,UDUDEC P. RACHILA,2,49,73
35,1,49,5,SANDULEAN C. HERNA,2,49,49
35,1,49,6,CAMPAN C. GEORGE,1,49,69
35,1,57,1,LADO  F.  ZOLTAN,1,57,58
35,1,57,2,BENEDEK  A.  FLORIAN,1,57,37
35,1,57,3,MOROSAN  I.  ILEANA,2,57,51
35,1,60,1,COZMANCA O. OCTAV,1,42,57
35,1,60,2,GHEORGHE N. CONSTANTIN,1,48,53
35,1,60,3,VITCU GH. MIHAI,1,42,59
35,1,60,4,PRICOP C. MIHAI RADU,1,42,54
35,1,60,5,AGOUTIN C. CARMEN CONSTANTINA,2,42,39
35,1,60,6,DONTU M. OVIDIU LIVIU,1,42,35
35,1,61,1,TUDORICI C. OVIDIU,1,61,35
35,1,61,2,GIOSAN C. MIRCEA,1,61,39
35,1,61,3,COVATARU N. NECULAI SORIN,1,61,36
35,1,61,4,JUCAN G. GABRIELA,2,61,35
35,1,61,5,DUNEA POLESCIUC I. CATALIN EUGEN,1,61,39
35,1,61,6,ALACI K. SORIN EDMOND,1,61,35
36,1,2,1,BASGAN I ION,1,35,66
36,1,2,2,BALAN I ILIE,1,35,55
36,1,2,3,CHIOTEA GHE MARIA,2,29,54
36,1,2,4,SORESCU N NICOLAE,1,29,45
36,1,2,5,OFITERU T VIIACEL VIOREL,1,35,52
36,1,4,1,PENE F GHEORGHE,1,22,65
36,1,4,2,STATESCU N NADIA ALICE,2,39,61
36,1,4,3,ONISIE P MIHAI,1,22,58
36,1,4,4,STANCIU S FLORIN,1,22,35
36,1,4,5,RISTEA ST TUDORA,2,22,63
36,1,21,1,TISTU N MARIN,1,21,53
36,1,21,2,MIONEA ST VALENTIN,1,21,37
36,1,21,3,VULTURU V IOANA,2,21,34
36,1,23,1,POPESCU GH GHEORGHE,1,23,68
36,1,23,2,FIRICA I CARMEN,2,23,36
36,1,23,3,MANEA P GHEORGHE,1,23,59
36,1,23,4,BOTEA GH FLOREA,1,23,64
36,1,23,5,NASARAU M MIRCEA,1,23,52
36,1,24,1,NICOLAE I IONEL,1,24,63
36,1,24,2,MIHAI C CORNEL,1,24,62
36,1,24,3,PURICE G MIRCEA,1,24,62
36,1,24,4,ION I ANGELA,2,24,37
36,1,24,5,NITU T CONSTANTA,2,24,65
36,1,30,1,PETRACHE GH MARIUS,1,30,37
36,1,30,2,PARPALA I GHEORGHE,1,30,51
36,1,30,3,CURCAFA I VASILE,1,30,59
36,1,30,4,CRACIUNESCU GH NICOLAE,1,30,57
36,1,30,5,ROSU GH MARIN,1,30,48
36,1,31,1,NICULAE B VICTOR,1,31,45
36,1,31,2,CRISAN G ILEANA,2,31,57
36,1,31,3,SIMESCU E ALEXANDRU,1,31,58
36,1,31,4,TECSOR T ALEXANDRU,1,31,50
36,1,32,1,MOLNAR R DAN,1,32,52
